source_id,destination_id,units_shipped,total_cost
S9ce0590,D6ca4f41,16034,1551.2
S9ce0590,D9258c87,14202,355.05
S9ce0590,D6ca4f41,19582,327.88
S9ce0590,D6c9864c,19727,1504.89
S9ce0590,D9258c87,19349,290.23
S9ce0590,D3d03c41,16704,4542.41
S9ce0590,D3d03c41,14111,2849.51
S9ce0590,D98c2300,18344,-31.45
S9ce0590,D9258c87,17171,2318.08
S9ce0590,D3d03c41,16519,857.92
S9ce0590,D9258c87,19830,1288.95
S9ce0590,D6ca4f41,14236,1519.61
S9ce0590,D9258c87,15677,235.15
S9ce0590,D6ca4f41,14968,1448.07
S9ce0590,D6ca4f41,15440,721.73
S9ce0590,D98c2300,19809,1352.67
S9ce0590,D6ca4f41,19469,325.99
S9ce0590,D98c2300,14071,820.14
S9ce0590,D6ca4f41,16547,277.07
S9ce0590,D017c84c,18011,69.72
S9ce0590,D98c2300,14117,963.99
S9ce0590,D6c9864c,15131,246.42
S9ce0590,D6ca4f41,10159,1592.36
S9ce0590,D98c2300,10406,-17.84
S9ce0590,D6ca4f41,10749,179.98
S9ce0590,D6ca4f41,15281,561.49
S9ce0590,D6ca4f41,18027,3546.71
S9ce0590,D6ca4f41,17885,657.17
S9ce0590,D9258c87,14863,74.31
S9ce0590,D6ca4f41,11173,745.73
S9ce0590,D6ca4f41,19381,905.95
S9ce0590,D017c84c,11973,285.81
S9ce0590,D6ca4f41,14460,386.72
S9ce0590,D017c84c,15822,61.25
S9ce0590,D017c84c,17394,3546.13
S9ce0590,D9258c87,17041,255.61
S9ce0590,D017c84c,10060,441.34
S9ce0590,D3d03c41,14674,2376.24
S9ce0590,D017c84c,19793,-121.31
S9ce0590,D6c9864c,16570,4578.05
S9ce0590,D9258c87,18467,1015.68
S9ce0590,D6ca4f41,13734,367.3
S9ce0590,D98c2300,19457,1134.07
S9ce0590,D9258c87,13087,458.04
S9ce0590,D9258c87,16960,1611.2
S9ce0590,D017c84c,15172,210.45
S9ce0590,D98c2300,19062,-223.3
S9ce0590,D017c84c,16869,6812.9
S9ce0590,D017c84c,11714,279.62
S9ce0590,D98c2300,11986,1058.19
S9ce0590,D3d03c41,16454,31.85
S9ce0590,D6ca4f41,12197,326.2
S9ce0590,D6ca4f41,16104,752.77
S9ce0590,D3d03c41,14476,751.82
S9ce0590,D6c9864c,13812,1053.66
S9ce0590,D3d03c41,13058,1200.49
S9ce0590,D9258c87,10099,959.4
S9ce0590,D3d03c41,10448,20.22
S9ce0590,D6c9864c,16210,588.19
S9ce0590,D3d03c41,16725,-302.13
S9ce0590,D3d03c41,10954,897.52
S9ce0590,D6c9864c,19587,7174.44
S9ce0590,D6c9864c,19169,3954.29
S9ce0590,D6ca4f41,18754,501.56
S9ce0590,D98c2300,11188,1659.02
S9ce0590,D017c84c,19309,1426.37
S9ce0590,D3d03c41,15221,3073.66
S9ce0590,D6c9864c,16539,2254.03
S9ce0590,D98c2300,19962,1961.98
S9ce0590,D3d03c41,18929,10826.17
S9ce0590,D3d03c41,18822,2483.29
S9ce0590,D98c2300,11314,206.88
S9ce0590,D6ca4f41,14459,242.1
S9ce0590,D3d03c41,13572,26.27
S9ce0590,D6ca4f41,14692,246.01
S9ce0590,D6c9864c,18983,1448.13
S9ce0590,D6c9864c,18075,2644.11
S9ce0590,D9258c87,18849,3110.08
S9ce0590,D98c2300,14110,1527.91
S9ce0590,D6c9864c,16426,596.03
