source_id,destination_id,units_shipped,total_cost
S3d355c4,D6c9864c,18618,4604.55
S3d355c4,D3d03c41,17402,233.34
S3d355c4,D6ca4f41,12382,1333.13
S3d355c4,D9258c87,15442,466.94
S3d355c4,D6c9864c,13314,896.26
S3d355c4,D9258c87,13225,1193.4
S3d355c4,D6ca4f41,11509,433.51
S3d355c4,D98c2300,15909,821.97
S3d355c4,D3d03c41,16716,2230.07
S3d355c4,D3d03c41,14511,2371.23
S3d355c4,D98c2300,10331,120.53
S3d355c4,D9258c87,10816,543.38
S3d355c4,D3d03c41,18437,247.22
S3d355c4,D6ca4f41,13910,802.14
S3d355c4,D017c84c,12072,845.04
S3d355c4,D3d03c41,18356,2448.86
S3d355c4,D98c2300,15717,4112.62
S3d355c4,D3d03c41,13644,455.83
S3d355c4,D6ca4f41,14027,1790.78
S3d355c4,D6c9864c,17015,464.8
S3d355c4,D3d03c41,19503,1821.76
S3d355c4,D9258c87,12020,363.46
S3d355c4,D6c9864c,11306,648.03
S3d355c4,D9258c87,10187,308.04
S3d355c4,D6ca4f41,10331,1008.99
S3d355c4,D3d03c41,18084,242.49
S3d355c4,D6ca4f41,17709,6511.01
S3d355c4,D6ca4f41,18595,1630.16
S3d355c4,D9258c87,10045,605.09
S3d355c4,D6c9864c,15287,1029.08
S3d355c4,D017c84c,15685,1097.95
S3d355c4,D3d03c41,19035,1587.69
S3d355c4,D98c2300,18723,405.67
S3d355c4,D9258c87,17320,696.92
S3d355c4,D017c84c,14460,867.6
S3d355c4,D017c84c,17626,3172.68
S3d355c4,D3d03c41,19751,3227.49
S3d355c4,D98c2300,13148,284.87
S3d355c4,D6c9864c,15694,742.59
S3d355c4,D6ca4f41,15891,757.47
S3d355c4,D3d03c41,10446,1080.21
S3d355c4,D9258c87,11834,831.2
S3d355c4,D6c9864c,15487,1507.15
S3d355c4,D6c9864c,15004,709.95
S3d355c4,D6ca4f41,19880,2538.01
S3d355c4,D6ca4f41,18787,895.51
S3d355c4,D9258c87,10556,1902.59
S3d355c4,D9258c87,17686,3895.13
S3d355c4,D98c2300,10558,2657.1
S3d355c4,D98c2300,14454,6817.47
S3d355c4,D98c2300,10772,2387.79
S3d355c4,D3d03c41,14103,4702.07
S3d355c4,D3d03c41,10945,2554.66
S3d355c4,D6c9864c,16778,290.55
S3d355c4,D017c84c,15701,2512.16
S3d355c4,D98c2300,14978,174.74
S3d355c4,D6c9864c,16025,4123.51
S3d355c4,D017c84c,17572,3514.4
S3d355c4,D98c2300,17289,4523.96
S3d355c4,D6ca4f41,10077,782.65
S3d355c4,D6ca4f41,10767,1159.25
S3d355c4,D98c2300,10215,1957.88
S3d355c4,D017c84c,17942,4485.5
S3d355c4,D9258c87,18917,1139.52
S3d355c4,D98c2300,13842,4729.35
S3d355c4,D6ca4f41,13316,901.05
S3d355c4,D6ca4f41,19549,5232.62
S3d355c4,D6ca4f41,10552,397.46
S3d355c4,D9258c87,14329,2009.47
S3d355c4,D6c9864c,12950,4497.76
S3d355c4,D6c9864c,14904,1450.41
S3d355c4,D9258c87,17532,530.13
S3d355c4,D9258c87,17474,1576.82
S3d355c4,D017c84c,11571,3702.72
S3d355c4,D3d03c41,14939,6773.48
S3d355c4,D9258c87,10933,1642.55
S3d355c4,D9258c87,10174,511.12
S3d355c4,D6ca4f41,12678,3647.04
S3d355c4,D6ca4f41,19192,530.98
S3d355c4,D3d03c41,12616,4458.61
S3d355c4,D98c2300,14524,4381.41
S3d355c4,D9258c87,19056,2481.82
S3d355c4,D98c2300,16330,12601.32
S3d355c4,D9258c87,18082,1089.23
S3d355c4,D6ca4f41,14462,400.12
S3d355c4,D6ca4f41,14274,2393.27
S3d355c4,D6c9864c,14678,1428.42
S3d355c4,D9258c87,12792,898.49
S3d355c4,D017c84c,17346,7285.32
S3d355c4,D6c9864c,13827,654.25
S3d355c4,D98c2300,15338,332.32
S3d355c4,D98c2300,19640,2193.13
S3d355c4,D98c2300,19061,984.82
S3d355c4,D98c2300,14189,733.1
S3d355c4,D98c2300,14692,3844.41
S3d355c4,D9258c87,15644,2193.88
S3d355c4,D6c9864c,18408,1607.33
S3d355c4,D017c84c,10741,859.28
S3d355c4,D3d03c41,12780,43.57
S3d355c4,D98c2300,19634,818.08
S3d355c4,D6ca4f41,17563,837.17
S3d355c4,D3d03c41,17894,239.94
S3d355c4,D6c9864c,10454,1330.97
S3d355c4,D6c9864c,19167,2440.29
S3d355c4,D9258c87,17553,3690.31
S3d355c4,D98c2300,11106,240.63
S3d355c4,D6c9864c,18399,318.62
S3d355c4,D6ca4f41,18438,1063.26
S3d355c4,D3d03c41,17733,947.1
S3d355c4,D6c9864c,11863,442.69
S3d355c4,D98c2300,17765,1450.81
S3d355c4,D98c2300,12187,142.18
S3d355c4,D017c84c,18210,910.5
